,A_LFQ,B_LFQ,A,B
sp|P68371|TBB4B_HUMAN,2961058372.8987203,2962508885.466543,2579155690.502237,3344411567.8630266
sp|Q92541|RTF1_HUMAN,25097930.401402738,27001405.74667732,25632288.157759786,26467047.99032028
sp|Q9UBK8|MTRR_HUMAN,40547183.6470028,35879916.067792654,40028911.32282214,36398188.391973294
sp|Q99497|PARK7_HUMAN,735450438.1001493,1024248523.4585265,874201322.5399703,885497639.0187055
sp|Q16773|KAT1_HUMAN,3541360.1919795666,3919358.9846134563,3254961.8077967223,4205757.368796301
sp|O14732|IMPA2_HUMAN,6498687.256396718,6406669.317361552,6594786.828963374,6310569.744794898
sp|Q9NPA8|ENY2_HUMAN,15505906.566390712,13871849.108702581,14491669.795400325,14886085.879692968
sp|Q92522|H1X_HUMAN,3260624.524163239,2901042.8177443547,3586350.793723071,2575316.548184523
sp|Q16531|DDB1_HUMAN,530409466.9164969,547530957.933941,520241791.5843034,557698633.2661345
sp|O43143|DHX15_HUMAN,330723571.43273944,341046859.68959916,350229151.04409856,321541280.0782399
sp|O15067|PUR4_HUMAN,308647802.3738976,312840433.46734977,309914933.9165003,311573301.92474717
Q2KJF1,26613616.511302985,28091385.121445324,27382173.68161551,27322827.951132797
sp|P56945|BCAR1_HUMAN,2075947.725757292,4361920.678067603,2072120.8601233861,4365747.543701509
sp|Q9UNF0|PACN2_HUMAN,97058544.51697992,97487075.07607697,97758025.13130775,96787594.46174914
sp|Q9NY33|DPP3_HUMAN,63639518.81532728,61784851.31078072,70394770.57311389,55029599.55299411
sp|Q14691|PSF1_HUMAN,2136934.7894644323,4735770.462457618,3171217.219484416,3701488.0324376337
sp|Q13177|PAK2_HUMAN,96781680.49312732,102533638.90517059,100844214.75661698,98471104.64168094
sp|Q9UK41|VPS28_HUMAN,23020799.86322204,25205043.601807922,23874720.40873064,24351123.05629932
sp|Q5JTH9|RRP12_HUMAN,5886328.898167861,7974625.834500205,9630011.817256846,4230942.91541122
sp|Q9HB07|MYG1_HUMAN,85635160.4833882,87114798.35757759,86725529.24450378,86024429.59646203
sp|Q9UNS2|CSN3_HUMAN,136984883.8826355,138699064.6296166,131604074.56002514,144079873.95222697
sp|Q9HCN8|SDF2L_HUMAN,20481250.355337344,20157394.675679393,20212862.22020494,20425782.8108118
sp|P17980|PRS6A_HUMAN,361438782.5254592,353925388.5438382,355617023.9937548,359747147.07554245
sp|Q9Y3C1|NOP16_HUMAN,25218981.19597572,23694685.29583083,22133674.817623794,26779991.67418276
sp|Q8N257|H2B3B_HUMAN,4465382384.319452,4334877298.980768,5478722082.894848,3321537600.4053717
sp|O14497|ARI1A_HUMAN,7555650.301284748,6589135.148684615,7722121.8615925275,6422663.588376836
sp|P04899|GNAI2_HUMAN,7569222.276782521,11170152.374590848,8634448.181954822,10104926.469418546
sp|O43264|ZW10_HUMAN,2519403.0706572537,2687503.6431486695,2394535.6898385175,2812371.023967406
sp|Q92538|GBF1_HUMAN,25870594.894823465,28372151.77306135,26069920.588642973,28172826.079241842
sp|Q9NQ50|RM40_HUMAN,5588659.33029966,6472810.889350866,6506663.473686446,5554806.74596408
sp|P54577|SYYC_HUMAN,599450228.274873,594815992.8909484,597068246.4186556,597197974.7471659
sp|Q9BUP3|HTAI2_HUMAN,61050914.899417266,62755110.48262618,57480686.69505801,66325338.686985426
sp|Q15369|ELOC_HUMAN,164915542.874054,170004602.46606675,164003798.6508118,170916346.68930894
sp|P98179|RBM3_HUMAN,84125905.769165,141513853.062333,100720984.81672508,124918774.01477288
sp|P48059|LIMS1_HUMAN,82285178.28027481,78232822.71163516,81219193.23041728,79298807.76149267
sp|Q9BVG4|PBDC1_HUMAN,28478534.168726508,47480561.85851273,30297411.066272944,45661684.9609663
sp|P08243|ASNS_HUMAN,134159517.78435777,139108523.79162663,128901104.24411586,144366937.33186853
sp|P54819|KAD2_HUMAN,304290148.3680288,320594709.19951665,291170139.9700937,333714717.59745175
sp|O75431|MTX2_HUMAN,17467851.28702694,12868157.883095507,19780923.37170569,10555085.798416764
sp|Q9P2R3|ANFY1_HUMAN,33864121.73250046,31793002.73972578,30163870.901989542,35493253.5702367
sp|P51452|DUS3_HUMAN,15240877.52555295,14141918.800004939,15277287.300096761,14105509.025461124
sp|Q9C0B1|FTO_HUMAN,15486553.324472269,21303003.33436999,15418212.221627032,21371344.437215224
sp|Q9H788|SH24A_HUMAN,47904476.97382632,48104881.69806897,45967846.17860223,50041512.49329305
sp|P78347|GTF2I_HUMAN,334843655.44550383,327031595.87234145,349319112.3077494,312556139.01009583
sp|Q14247|SRC8_HUMAN,507926858.17328405,502689490.8548035,508870991.903636,501745357.12445164
sp|O95486|SC24A_HUMAN,22244206.06759621,23596128.31653036,21769265.315505896,24071069.068620674
sp|Q9P2J5|SYLC_HUMAN,395935987.29070765,382056956.81134117,412110594.6936653,365882349.40838355
sp|Q9NQT5|EXOS3_HUMAN,38980506.781924084,23865969.17255494,36871391.49782389,25975084.456655145
sp|Q14978|NOLC1_HUMAN,224033971.00773552,247082453.034053,208002047.2093563,263114376.83243215
sp|P61254|RL26_HUMAN,160546484.49841172,167751760.8409262,168319323.5285868,159978921.81075108
sp|P00491|PNPH_HUMAN,303698270.04305834,307710201.32719034,297173023.92572165,314235447.44452703
sp|P61006|RAB8A_HUMAN,7069237.920247199,5129285.592006645,6559426.334192942,5639097.178060902
sp|Q9UBT2|SAE2_HUMAN,155590879.492878,147989329.24856508,156635301.12028337,146944907.62115967
sp|Q99873|ANM1_HUMAN,242754070.95990348,229769779.3300159,231933145.7102984,240590704.579621
sp|Q9NS87|KIF15_HUMAN,4581390.529432713,4992938.059251463,4337296.246053013,5237032.342631164
sp|P37108|SRP14_HUMAN,124521999.94820838,127612196.23893061,132602306.84383816,119531889.34330083
sp|Q96HC4|PDLI5_HUMAN,322569472.721207,328650027.652425,322010305.89898556,329209194.47464633
sp|O43678|NDUA2_HUMAN,15063023.72838841,14042577.25162017,15065454.480256114,14040146.499752467
sp|Q13595|TRA2A_HUMAN,40619952.62525909,41423930.279510684,40687627.92648839,41356254.97828138
sp|P13010|XRCC5_HUMAN,980680621.0505397,1031831507.0979639,922032960.8138349,1090479167.3346689
sp|Q00341|VIGLN_HUMAN,346140696.43977535,355224764.723788,330411487.9694627,370953973.1941007
sp|Q96RP9|EFGM_HUMAN,48339861.907733664,48196819.46367306,51441280.63169899,45095400.73970773
sp|Q86WR0|CCD25_HUMAN,21691882.903616138,21461480.75184908,23605734.121646836,19547629.53381838
sp|Q96B97|SH3K1_HUMAN,7135546.560158014,6952664.852676827,7328899.661410889,6759311.751423953
sp|Q9Y5K6|CD2AP_HUMAN,63946386.321325466,60645159.65434208,58886626.25852152,65704919.717146024
sp|O43592|XPOT_HUMAN,25248408.506285395,28732586.783214677,22779527.822119188,31201467.46738089
sp|Q9H8Y8|GORS2_HUMAN,55210336.28320132,57742151.57872543,49772427.99718185,63180059.8647449
sp|P22087|FBRL_HUMAN,264310409.5861293,281540289.03958607,280237206.6731435,265613491.9525719
sp|P61247|RS3A_HUMAN,672012284.5094318,694006509.9406917,706242983.0679405,659775811.3821831
sp|Q12929|EPS8_HUMAN,,,2168817.1664184416,27614462.278202962
sp|P29590|PML_HUMAN,361001413.687374,386264447.62702334,215420921.87216288,531844939.4422345
sp|Q9NX18|SDHF2_HUMAN,7820021.742782211,7660847.125204905,7930404.214212594,7550464.65377452
sp|Q86W50|MET16_HUMAN,2036228.6768309076,2109147.229906521,2036228.6768309074,2109147.229906521
sp|Q86UV5|UBP48_HUMAN,8345080.282517087,8952022.265228117,8865573.867295867,8431528.680449337
"sp|P21127|CD11B_HUMAN,sp|Q9UQ88|CD11A_HUMAN",26030858.650196318,26255406.90875196,25049319.89963134,27236945.65931694
sp|Q12965|MYO1E_HUMAN,55986072.664469704,58469343.82445086,56714219.34045597,57741197.14846459
sp|Q9UN86|G3BP2_HUMAN,116631624.38081941,118107494.55128354,104974779.56624304,129764339.36585993
sp|P49721|PSB2_HUMAN,155780785.7460453,150665144.88855684,144400816.24315718,162045114.39144495
sp|Q53F19|NCBP3_HUMAN,6432570.695402908,4394696.653312936,6199439.87849971,4627827.470216135
sp|O75306|NDUS2_HUMAN,8691848.23224837,9250863.77169846,9440229.633896243,8502482.370050587
sp|Q9H4A3|WNK1_HUMAN,34525266.09301306,35587872.46634783,33583902.633908786,36529235.925452106
sp|P25705|ATPA_HUMAN,1221391341.0642354,1219528622.6329474,1196022476.117283,1244897487.5798998
sp|Q9Y606|TRUA_HUMAN,1497905.9180083976,3269178.0873868153,2334256.8081829427,2432827.1972122705
sp|Q9BYJ9|YTHD1_HUMAN,4175762.4851503433,3677713.8949403996,4175762.485150343,3677713.8949403996
sp|Q9Y5A9|YTHD2_HUMAN,64537265.51275227,62920253.76948767,70954095.45799583,56503423.82424411
sp|Q07020|RL18_HUMAN,71618843.84119818,71472358.86615,58419221.59456246,84671981.11278573
sp|O94875|SRBS2_HUMAN,7720498.0525461305,8208452.6719735535,9998494.43924404,5930456.285275645
sp|Q06265|EXOS9_HUMAN,27206804.170240488,30840627.346257526,27129695.269716963,30917736.24678105
sp|Q92841|DDX17_HUMAN,594593377.7213516,624422922.6672672,619560966.1895137,599455334.1991054
sp|Q96K17|BT3L4_HUMAN,45172801.90991004,43697186.98721406,38426304.066720344,50443684.83040375
sp|Q06323|PSME1_HUMAN,144191239.9773034,153497224.37751475,144036024.49408126,153652439.8607369
sp|O95833|CLIC3_HUMAN,18649563.863377623,19036879.643165298,20180364.24370291,17506079.262840007
sp|O94903|PLPHP_HUMAN,23932819.064633857,24253945.23029144,25217475.294228446,22969289.00069685
sp|Q9NPI6|DCP1A_HUMAN,4324928.134152516,5053474.552357585,4326438.976529328,5051963.709980775
sp|P09960|LKHA4_HUMAN,206608596.2157237,199807036.77163684,204608127.95723355,201807505.030127
sp|Q8WVC0|LEO1_HUMAN,22015194.75123837,21811598.038827308,21874096.736747313,21952696.053318366
sp|Q15003|CND2_HUMAN,81150909.84771714,87709828.08167532,88405838.13227761,80454899.79711483
sp|Q9H0W9|CK054_HUMAN,19421409.834902827,20789279.875914004,19276771.552771714,20933918.158045113
sp|Q9GZL7|WDR12_HUMAN,46902449.47309948,47411248.26005462,43408794.47120559,50904903.26194849
sp|Q13951|PEBB_HUMAN,36908690.900490105,38306275.850717045,34247862.73543036,40967104.0157768
sp|Q13423|NNTM_HUMAN,31696780.96655286,33301840.19611811,32251771.013313167,32746850.14935781
sp|P06737|PYGL_HUMAN,169089554.80676958,173324849.85608256,177054801.82837212,165359602.83448002
sp|Q86TG7|PEG10_HUMAN,26564863.66899977,26290446.29004024,26959283.646399632,25896026.312640384
sp|P78406|RAE1L_HUMAN,138329812.18450597,135433787.55589238,139221432.03931564,134542167.7010827
sp|P50548|ERF_HUMAN,3383408.377189204,2966411.841872839,3383408.377189204,2966411.8418728383
sp|Q13409|DC1I2_HUMAN,182172986.93557477,185894372.98305622,161654544.1208163,206412815.79781467
sp|O14908|GIPC1_HUMAN,46855738.51979997,46121020.805956885,43622279.41295515,49354479.912801705
sp|P11802|CDK4_HUMAN,34904750.26940179,34908363.26903142,33190362.826577675,36622750.71185554
sp|P17676|CEBPB_HUMAN,9938808.963616323,12486997.039423954,10182564.42391627,12243241.579124006
sp|Q9BWU0|NADAP_HUMAN,8525712.992656935,11821682.404319275,9804889.483759811,10542505.913216403
sp|Q7Z5L9|I2BP2_HUMAN,61340676.06868356,63125489.65563065,60068770.81189092,64397394.91242328
sp|Q15418|KS6A1_HUMAN,336584707.9082226,349035819.9315019,613476741.5532608,72143786.28646378
sp|Q9UMR5|PPT2_HUMAN,2557762.98624033,1410537.0372165954,2890877.931870593,1077422.0915863325
sp|O15460|P4HA2_HUMAN,69981250.75414893,72060931.82985881,78056961.8304446,63985220.75356313
Q3SZ57,261443956.08837947,265470533.88270232,262381213.68113,264533276.2899518
sp|Q53EL6|PDCD4_HUMAN,149197627.53489158,156762431.7995897,144345877.1831798,161614182.15130144
sp|P41250|GARS_HUMAN,305119678.13305473,302402644.1488295,303471838.28611314,304050483.995771
sp|P07384|CAN1_HUMAN,151635991.88240233,148825008.3208864,152016851.32009017,148444148.88319856
sp|Q5F1R6|DJC21_HUMAN,19899130.551154125,15164990.286808783,16064615.344226796,18999505.493736118
sp|Q9HC36|MRM3_HUMAN,7362218.149390553,6308462.230674789,6527502.840763648,7143177.539301695
sp|Q9HB19|PKHA2_HUMAN,5119490.793627842,6382125.232287309,7686159.703391947,3815456.3225232037
sp|P02511|CRYAB_HUMAN,41911397.337915406,41900085.00062949,45908101.21906023,37903381.11948466
sp|P28482|MK01_HUMAN,81332079.96944338,81874179.25381126,80545662.28031862,82660596.94293603
sp|P15927|RFA2_HUMAN,78951957.07002035,71006193.77353747,70017070.80519252,79941080.03836529
sp|Q9Y613|FHOD1_HUMAN,3076434.6711406396,1829657.159325873,3224708.9783842075,1681382.852082305
sp|P30086|PEBP1_HUMAN,336636512.0793623,334043064.2909237,369176897.1413714,301502679.2289145
sp|P52594|AGFG1_HUMAN,27214182.73734526,29908319.39895255,26560103.4853101,30562398.650987715
P00761,5786594443.853235,5877054554.849149,6344860126.10469,5318788872.597695
sp|P27824|CALX_HUMAN,48001750.2654151,51381679.30390024,48452154.39315766,50931275.176157676
sp|Q13200|PSMD2_HUMAN,369915362.0213918,389966493.00234133,381312308.19996756,378569546.8237656
sp|P01889|HLAB_HUMAN,9729934.060868885,9965139.276023952,9729934.060868885,9965139.276023952
sp|P10321|HLAC_HUMAN,43354513.79795167,37743490.02686295,46308643.22585187,34789360.598962754
sp|P47914|RL29_HUMAN,91153171.89672424,87321380.43702702,90844651.3039848,87629901.02976647
sp|O60437|PEPL_HUMAN,138724680.4082742,139312540.73939878,136291140.25340933,141746080.8942637
sp|P30049|ATPD_HUMAN,94039863.66641906,92286091.5982376,94366728.69464839,91959226.57000828
sp|A5YKK6|CNOT1_HUMAN,48558749.33259349,44904317.8488219,26938598.84843503,66524468.332980365
sp|O00764|PDXK_HUMAN,72080507.1996469,100756839.29296385,71632602.93340188,101204743.55920887
sp|Q15276|RABE1_HUMAN,19203239.164937913,21048121.211004376,18769540.614978734,21481819.760963555
sp|Q99426|TBCB_HUMAN,78896465.62406038,79435417.84470412,84276894.08971381,74054989.3790507
sp|P36776|LONM_HUMAN,58083031.83598587,59124611.33276383,54053279.159925595,63154364.00882409
sp|P14625|ENPL_HUMAN,1876653584.873154,1919045111.275293,1830496359.0374718,1965202337.1109755
sp|Q9Y3B7|RM11_HUMAN,12664195.89559053,14169585.366804112,12572733.98424,14261047.278154641
sp|O94979|SC31A_HUMAN,195604300.83886904,189747819.188983,208132819.0983865,177219300.9294656
sp|Q8WVJ2|NUDC2_HUMAN,35350153.78140382,36519271.62323192,33283116.81813842,38586308.586497314
sp|Q9NQ48|LZTL1_HUMAN,26873439.700819083,26475212.51236085,28028078.37494859,25320573.83823134
sp|O00139|KIF2A_HUMAN,41452524.313735895,42904424.77047086,38754746.95142733,45602202.13277943
sp|Q8NCA5|FA98A_HUMAN,20576417.43831959,22526515.776458908,21677600.801841896,21425332.412936606
sp|Q8IXK0|PHC2_HUMAN,3195170.3793455297,3311131.976414391,3123853.737228404,3382448.6185315168
sp|P35754|GLRX1_HUMAN,35625374.646277316,41317951.16061089,34964721.21770165,41978604.589186534
sp|Q15459|SF3A1_HUMAN,351249196.883158,359178857.48291767,352576611.3475657,357851443.01851004
sp|Q9NWV4|CZIB_HUMAN,12670298.66705306,12150857.701938508,8901932.148185283,15919224.220806286
sp|Q02809|PLOD1_HUMAN,279700284.3093997,286816157.7809794,273870002.62268734,292646439.4676916
sp|Q99623|PHB2_HUMAN,259917430.68651146,261742455.75675806,252381164.20230848,269278722.2409611
sp|O43865|SAHH2_HUMAN,157562903.15357122,160617882.56826282,148791320.4823386,169389465.2394954
sp|Q08752|PPID_HUMAN,56357698.563397,58096932.39362424,54606588.877432495,59848042.07958874
sp|Q3ZCQ8|TIM50_HUMAN,11962576.945323588,11991213.82749701,12014369.41086492,11939421.36195568
sp|Q96GD0|PLPP_HUMAN,1991101.3818981333,2048357.39875972,1484013.3396256613,2555445.441032192
sp|Q99829|CPNE1_HUMAN,66180544.41182407,61949302.69245439,55307230.635297194,72822616.46898127
sp|Q13867|BLMH_HUMAN,57003636.13594622,55544917.380815394,55901577.037348,56646976.47941361
sp|Q92621|NU205_HUMAN,39227001.82571309,40971492.60568093,38035616.55091351,42162877.8804805
sp|P05783|K1C18_HUMAN,1357368610.5399525,1332394413.2513988,1281016380.7600892,1408746643.0312622
sp|Q15907|RB11B_HUMAN,72626128.37602249,77987737.95793386,71403372.61091077,79210493.72304557
sp|P49756|RBM25_HUMAN,150841874.06904677,149447941.45391542,142948672.35096484,157341143.17199737
sp|P42566|EPS15_HUMAN,22385589.609869137,22618553.001168106,23288049.8759135,21716092.735123735
sp|P52630|STAT2_HUMAN,,,491653.45494507544,560962.8541782359
sp|Q92734|TFG_HUMAN,102291342.06627567,97716721.50833032,103086621.51992667,96921442.0546793
sp|P04792|HSPB1_HUMAN,1631364981.1358688,1629517513.9542398,1369461809.8646808,1891420685.2254283
sp|O14974|MYPT1_HUMAN,70845096.51845083,70414041.36382532,73249479.58245844,68009658.29981771
sp|P32004|L1CAM_HUMAN,19644601.80879642,21496360.78301456,15055987.179978441,26084975.411832538
sp|Q9H6R4|NOL6_HUMAN,17421217.27580494,19705189.17115539,25304154.74596726,11822251.700993065
sp|O75940|SPF30_HUMAN,24216412.70663487,25044974.65166298,22110531.26306986,27150856.095227987
sp|Q27J81|INF2_HUMAN,27159439.167623926,30187179.622954357,30106958.981253143,27239659.809325147
sp|P07996|TSP1_HUMAN,8113353.634705686,7631863.194358749,5865745.65998383,9879471.169080608
sp|P25786|PSA1_HUMAN,206891188.95973817,210931947.75924644,184142845.87995717,233680290.83902746
sp|O60343|TBCD4_HUMAN,7952786.365815559,11048528.227566408,10234011.607866915,8767302.985515052
sp|P06396|GELS_HUMAN,235021126.5444595,231141216.08144304,219991933.62194645,246170409.00395608
sp|Q5T4S7|UBR4_HUMAN,23911706.492851194,24156921.108859632,18391872.825704776,29676754.776006054
sp|P14314|GLU2B_HUMAN,379351953.78176713,391736801.85324496,403430124.0709664,367658631.56404567
sp|O76031|CLPX_HUMAN,27264024.976457205,26847135.593615018,28549210.792628307,25561949.77744391
sp|P62072|TIM10_HUMAN,8889630.781123135,9888598.511593143,11788065.350037728,6990163.942678547
sp|Q12899|TRI26_HUMAN,18880238.96072836,19009073.07155261,20303490.77047592,17585821.261805043
sp|O75955|FLOT1_HUMAN,19437133.119931757,19340554.094977956,14319520.832722863,24458166.382186845
sp|Q63ZY3|KANK2_HUMAN,18979390.749106992,17906271.170490667,19379700.29970109,17505961.61989656
sp|Q9UHX1|PUF60_HUMAN,233345771.1618582,233165178.35454765,224071375.7532636,242439573.7631423
sp|Q5TC12|ATPF1_HUMAN,2449409.586379241,952241.6895013714,2449409.586379241,952241.6895013715
sp|Q9BQ67|GRWD1_HUMAN,108982002.31150405,108682549.55363727,98374017.89515157,119290533.96998976
sp|Q12904|AIMP1_HUMAN,110697924.62691784,105029264.63926892,119554035.89691442,96173153.36927234
sp|Q9P0V9|SEP10_HUMAN,30163680.68751654,32756750.665373173,28593733.39470716,34326697.95818255
sp|P40121|CAPG_HUMAN,289335808.36975145,294540794.67391676,290365145.869,293511457.1746683
sp|Q9Y6K9|NEMO_HUMAN,20103389.75442652,20619242.665956892,16276554.029011082,24446078.391372323
sp|P61163|ACTZ_HUMAN,90369299.98303692,93924940.22925368,93043084.31552447,91251155.89676613
sp|Q12797|ASPH_HUMAN,43937141.01366943,45306426.932952166,41362059.8590933,47881508.08752829
sp|P46782|RS5_HUMAN,445967787.85512733,430178856.3478708,453358874.94000757,422787769.26299053
sp|P11142|HSP7C_HUMAN,4361275821.000088,4402813722.643387,3829640998.007366,4934448545.636107
sp|Q00688|FKBP3_HUMAN,146849783.87390727,154496195.5820822,142606185.23121473,158739794.22477475
sp|Q9HBI1|PARVB_HUMAN,4085698.4244440496,4507229.127974598,4455462.5114230495,4137465.040995598
sp|P11216|PYGB_HUMAN,22264194.746474296,22805106.454237398,23237719.380055655,21831581.82065604
sp|Q9ULW0|TPX2_HUMAN,44548092.98454334,45362233.31409228,14180555.778144568,75729770.52049105
sp|P55327|TPD52_HUMAN,79875576.76995683,85301951.94887047,57033079.21992108,108144449.49890621
sp|Q9UBI6|GBG12_HUMAN,30998263.41453077,29685593.244321067,29428385.34416502,31255471.314686816
sp|Q9BRJ6|CG050_HUMAN,35256630.718215205,32698776.30218276,35637566.3088132,32317840.711584758
sp|P12081|HARS1_HUMAN,212901322.86008334,208680346.8299506,225185047.59018648,196396622.09984744
sp|P36957|ODO2_HUMAN,40967714.05984965,38031359.27723658,38413425.644170836,40585647.692915395
sp|P28062|PSB8_HUMAN,14060732.52134748,13678674.084288117,12569642.921483923,15169763.684151676
sp|Q86VM9|ZCH18_HUMAN,5806460.52478845,12014144.341919327,6302990.6263556285,11517614.240352148
sp|Q7L5N1|CSN6_HUMAN,50178721.69823384,47742522.84001786,58533151.72730951,39388092.81094218
